"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,8,0,950,7,9,71,13,0,17,0,0,0,0,0,0.00657894736842105,0.00862991040658986,273
0,0,2,0,3,1,6,882,51,0,134,0,0,0,0,0,0.00657894736842105,0.00862991040658986,274
3,0,5,29,597,5,8,149,63,14,1,0,0,0,0,0,0.00657894736842105,0.00862991040658986,276
0,0,1,0,0,2,9,64,2,0,86,0,0,0,0,0,0.00657894736842105,0.00862991040658986,278
0,0,1,0,23,6,9,54,3,0,55,0,0,0,0,0,0.00657894736842105,0.00862991040658986,282
0,0,13,0,0,1,10,754,40,0,102,0,0,0,0,0,0.00657894736842105,0.00862991040658986,285
24,0,17,64,142,3,6,11525,11249,27,7,4,4,4,0,0.333333333333333,0.00705706407440295,0.0731872602008594,286
0,0,1,9,0,1,8,59,1,8,137,0,0,0,0,0,0.00657894736842105,0.00862991040658986,287
0,0,5,0,0,1,8,2582,348,0,138,0,0,0,0,0,0.00657894736842105,0.00862991040658986,288
0,0,2,0,0,1,9,40,2,0,127,0,0,0,0,0,0.00657894736842105,0.00862991040658986,289
0,0,1,0,0,3,10,24,10,0,148,0,0,0,0,0,0.00657894736842105,0.00862991040658986,291
0,0,1,0,0,2,8,43,6,0,139,0,0,0,0,0,0.00657894736842105,0.00862991040658986,292
0,0,5984,0,816,2,7,1037026,376403,0,16,0,0,0,0,0,0.00657894736842105,0.00862991040658986,319
0,0,187,0,19,3,7,16558,6199,0,95,0,0,0,0,0,0.00657894736842105,0.00862991040658986,320
118,0,695,158,132,4,8,41963,21329,118,15,22,22,22,42,0.0606060606060606,0.00713644312113049,0.186774040394639,322
0,0,0,0,1,3,10,0,0,0,72,0,0,0,0,0,0.00657894736842105,0.00862991040658986,393
38,0,24,82,278,3,6,2473,1022,38,2,8,8,8,0,0.285714285714286,0.00707259953161593,1,415
0,0,0,0,402,1,10,0,0,0,20,0,0,0,0,0,0.00657894736842105,0.00862991040658986,443
8,0,4,13,54,5,8,7,3,8,8,2,2,2,0,0,0.00706829565135983,0.00904099285526498,587
0,0,587,27,0,5,9,40336,30960,26,10,0,0,0,0,0,0.00657894736842105,0.00862991040658986,610
0,0,0,0,208,3,8,0,0,0,46,0,0,0,0,0,0.00657894736842105,0.00862991040658986,665
0,0,1820,0,553,4,9,685049,455744,0,50,0,0,0,0,0,0.00657894736842105,0.00862991040658986,668
0,0,206,14,393,3,6,7568,4099,14,5,0,0,0,0,0,0.00657894736842105,0.00862991040658986,671
0,0,0,0,8,2,8,0,0,0,41,0,0,0,0,0,0.00657894736842105,0.00862991040658986,693
0,0,0,0,275,3,6,0,0,0,11,0,0,0,0,0,0.00657894736842105,0.00862991040658986,756
0,0,0,0,225,1,6,0,0,0,23,0,0,0,0,0,0.00657894736842105,0.00862991040658986,760
0,0,10,0,0,1,7,220,81,0,61,0,0,0,0,0,0.00657894736842105,0.00862991040658986,829
0,0,0,3,3,4,8,0,0,0,144,0,0,0,0,0,0.00657894736842105,0.00862991040658986,906
0,0,0,18,7,2,7,0,0,0,97,0,0,0,0,0,0.00657894736842105,0.00862991040658986,911
2,0,6,17,5,5,8,507,108,2,146,4,4,4,0,0.333333333333333,0.00714116812485221,0.00873066394735622,916
0,0,0,0,139,3,6,0,0,0,42,0,0,0,0,0,0.00657894736842105,0.00862991040658986,1448
0,0,0,0,0,2,8,0,0,0,108,0,0,0,0,0,0.00657894736842105,0.00862991040658986,1460
0,0,40,1,3,1,9,1971,907,1,107,0,0,0,0,0,0.00657894736842105,0.00862991040658986,1463
1,0,65,1,7,1,9,13112,2710,1,19,4,4,4,40,0.333333333333333,0.00714454696001893,0.000143852438094671,1587
0,0,27,0,0,3,8,11278,3551,0,93,0,0,0,0,0,0.00657894736842105,0.00862991040658986,1781
0,0,3571,0,554,2,7,336389,139148,0,34,0,0,0,0,0,0.00657894736842105,0.00862991040658986,1951
10,0,325,11,7,5,6,67050,20448,10,59,6,6,6,12,0.4,0.00713678041402779,0.062761956511816,1979
6,0,146,6,4,1,7,22728,3486,6,133,2,2,2,0,0,0.00712835764528159,0,1990
0,0,1,0,14,3,7,13,16,0,35,0,0,0,0,0,0.00657894736842105,0.00862991040658986,2126
0,0,624,0,16,4,10,56668,42415,0,43,0,0,0,0,0,0.00657894736842105,0.00862991040658986,2129
2,0,1,5,0,6,8,177,59,2,149,2,2,2,0,0,0.00711224153360652,0.00195659729814439,2205
0,0,0,0,0,2,8,0,0,0,47,0,0,0,0,0,0.00657894736842105,0.00862991040658986,2394
0,0,902,0,23,3,8,279673,79083,0,25,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3014
0,0,1324,0,19,3,10,74729,47556,0,37,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3017
9,0,1083,19,71,5,6,181025,44259,9,101,6,6,6,0,0.4,0.00712835764528159,0.878260227039097,3025
0,0,31,0,0,4,8,2852,904,0,136,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3038
4,0,82,85,8,4,9,8024,1599,4,114,12,12,12,48,0.121212121212121,0.00714657579629893,0.00841562252122387,3045
2,0,2,8,0,2,8,102,48,2,152,2,2,2,0,0,0.0070882035394076,0.0058208120927592,3055
0,0,46,0,0,4,9,5801,283,0,140,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3057
0,0,0,0,76,5,8,0,0,0,68,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3107
0,0,2,0,5,2,7,895,29,0,143,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3261
0,0,3,0,5,4,6,480,302,0,141,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3262
0,0,2,0,0,3,6,205,3,0,142,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3263
0,0,1,0,0,2,10,208,24,0,117,0,0,0,0,0,0.00657894736842105,0.00862991040658986,3270
0,0,0,0,0,13,0,0,0,0,77,0,0,0,0,0,0.00657894736842105,0.00862991040658986,378243
0,0,0,0,40,2,0,0,0,0,26,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379589
0,0,0,0,7,1,0,0,0,0,28,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379597
0,0,0,0,3,2,0,0,0,0,30,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379607
0,0,0,0,11,2,0,0,0,0,38,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379634
0,0,0,0,95,3,0,0,0,0,39,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379637
0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379642
0,0,0,0,3,1,0,0,0,0,45,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379706
0,0,0,0,24,2,0,0,0,0,51,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379862
0,0,0,0,3,4,0,0,0,0,52,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379870
0,0,0,0,0,2,0,0,0,0,53,0,0,0,0,0,0.00657894736842105,0.00862991040658986,379890
0,0,0,0,10,1,0,0,0,0,54,0,0,0,0,0,0.00657894736842105,0.00862991040658986,380112
0,0,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0.00657894736842105,0.00862991040658986,380479
0,0,0,0,0,2,0,0,0,0,110,0,0,0,0,0,0.00657894736842105,0.00862991040658986,380708
0,0,0,0,35,1,0,0,0,0,60,0,0,0,0,0,0.00657894736842105,0.00862991040658986,380730
0,0,0,0,0,1,0,0,0,0,63,0,0,0,0,0,0.00657894736842105,0.00862991040658986,380968
0,0,0,0,0,2,0,0,0,0,67,0,0,0,0,0,0.00657894736842105,0.00862991040658986,381323
0,0,0,8,0,2,0,0,0,0,150,0,0,0,0,0,0.00657894736842105,0.00862991040658986,382818
0,0,0,0,0,2,0,0,0,0,76,0,0,0,0,0,0.00657894736842105,0.00862991040658986,383224
0,0,0,0,0,2,0,0,0,0,78,0,0,0,0,0,0.00657894736842105,0.00862991040658986,383633
0,0,0,0,0,2,0,0,0,0,79,0,0,0,0,0,0.00657894736842105,0.00862991040658986,383645
0,0,0,0,1,1,0,0,0,0,90,0,0,0,0,0,0.00657894736842105,0.00862991040658986,384098
0,0,0,0,6,1,0,0,0,0,84,0,0,0,0,0,0.00657894736842105,0.00862991040658986,384279
0,0,0,0,16,1,0,0,0,0,85,0,0,0,0,0,0.00657894736842105,0.00862991040658986,384563
0,0,0,0,12,2,0,0,0,0,88,0,0,0,0,0,0.00657894736842105,0.00862991040658986,386035
0,0,0,0,0,2,0,0,0,0,91,0,0,0,0,0,0.00657894736842105,0.00862991040658986,387054
0,0,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0.00657894736842105,0.00862991040658986,388019
0,0,0,0,0,2,0,0,0,0,98,0,0,0,0,0,0.00657894736842105,0.00862991040658986,388687
0,0,0,0,0,2,0,0,0,0,151,0,0,0,0,0,0.00657894736842105,0.00862991040658986,391196
0,0,0,0,127,4,0,0,0,0,105,0,0,0,0,0,0.00657894736842105,0.00862991040658986,391542
0,0,0,0,0,2,0,0,0,0,111,0,0,0,0,0,0.00657894736842105,0.00862991040658986,398354
0,0,0,0,1,1,0,0,0,0,112,0,0,0,0,0,0.00657894736842105,0.00862991040658986,398425
0,0,0,0,0,2,0,0,0,0,118,0,0,0,0,0,0.00657894736842105,0.00862991040658986,400613
0,0,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0.00657894736842105,0.00862991040658986,400676
0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,0.00657894736842105,0.00862991040658986,400686
0,0,0,0,8,1,0,0,0,0,121,0,0,0,0,0,0.00657894736842105,0.00862991040658986,400696
0,0,0,0,0,2,0,0,0,0,122,0,0,0,0,0,0.00657894736842105,0.00862991040658986,401016
0,0,0,0,1,1,0,0,0,0,123,0,0,0,0,0,0.00657894736842105,0.00862991040658986,401095
0,0,0,0,0,1,0,0,0,0,124,0,0,0,0,0,0.00657894736842105,0.00862991040658986,401620
0,0,0,0,31,2,0,0,0,0,125,0,0,0,0,0,0.00657894736842105,0.00862991040658986,401938
0,0,0,0,0,1,0,0,0,0,128,0,0,0,0,0,0.00657894736842105,0.00862991040658986,403548
0,0,0,0,0,1,0,0,0,0,129,0,0,0,0,0,0.00657894736842105,0.00862991040658986,403622
0,0,0,0,0,1,0,0,0,0,131,0,0,0,0,0,0.00657894736842105,0.00862991040658986,403944
0,0,0,0,0,2,0,0,0,0,132,0,0,0,0,0,0.00657894736842105,0.00862991040658986,404802
0,0,0,0,2,2,0,0,0,0,145,0,0,0,0,0,0.00657894736842105,0.00862991040658986,431690
0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0.00657894736842105,0.00862991040658986,432589
0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0.00657894736842105,0.00862991040658986,432600
0,0,0,0,0,1,0,0,0,0,82,0,0,0,0,0,0.00657894736842105,0.00862991040658986,432608
0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0.00657894736842105,0.00862991040658986,432683
0,0,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0.00657894736842105,0.00862991040658986,432694
0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0.00657894736842105,0.00862991040658986,432797
0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0.00657894736842105,0.00862991040658986,433031
0,0,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0.00657894736842105,0.00862991040658986,433088
0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.00657894736842105,0.00862991040658986,433146
0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0.00657894736842105,0.00862991040658986,433472
0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0.00657894736842105,0.00862991040658986,433641
0,0,0,0,0,1,0,0,0,0,103,0,0,0,0,0,0.00657894736842105,0.00862991040658986,433861
0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.00657894736842105,0.00862991040658986,434143
0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.00657894736842105,0.00862991040658986,434144
0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0.00657894736842105,0.00862991040658986,434223
0,0,0,0,0,1,0,0,0,0,94,0,0,0,0,0,0.00657894736842105,0.00862991040658986,434418
0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.00657894736842105,0.00862991040658986,434791
0,0,0,0,0,1,0,0,0,0,106,0,0,0,0,0,0.00657894736842105,0.00862991040658986,444603
0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0.00657894736842105,0.00862991040658986,445335
0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0.00657894736842105,0.00862991040658986,445339
0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0.00657894736842105,0.00862991040658986,445354
0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0.00657894736842105,0.00862991040658986,445371
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.00657894736842105,0.00862991040658986,446670
0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0.00657894736842105,0.00862991040658986,446844
0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0.00657894736842105,0.00862991040658986,447330
0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0.00657894736842105,0.00862991040658986,447606
0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0.00657894736842105,0.00862991040658986,448149
0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0.00657894736842105,0.00862991040658986,449216
