"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
230,0,25,300,36,4,6,11024,2865,230,5,16,16,16,75,0.166666666666667,0.0116854405726919,0.00820194671740226,679
21,0,13,28,7,4,10,455,83,21,50,8,8,8,0,0.428571428571429,0.0120691529846689,0.020654577263105,771
0,0,0,0,1,2,10,0,0,0,112,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,823
5,0,30,5,70,4,10,6380,744,5,51,2,2,2,0,0,0.0120181896925076,1.43793902493223e-06,845
284,0,685,329,812,2,10,85221,27785,284,53,26,26,26,237,0.104615384615385,0.0119547657512116,0.055881738336816,849
85,0,45,111,59,2,10,28649,9263,85,14,8,8,8,0,0.357142857142857,0.011575763896131,0.122623515032647,1377
21,0,7,36,114,5,9,1476,69,21,3,8,8,8,0,0.285714285714286,0.0111748716399879,0.109166725769777,1489
0,0,0,0,6,4,8,0,0,0,41,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2218
114,0,1581,133,558,3,6,211140,113481,114,1,18,18,18,150.933333333333,0.222222222222222,0.0123374458152718,0.0741801125165619,2272
288,0,154,310,152,1,7,141289,7502,288,4,18,18,18,259.333333333333,0.222222222222222,0.0123745819397993,0.0221928252577313,2430
3,0,4,8,13,4,9,2502,647,3,90,6,6,6,119.666666666667,0.266666666666667,0.0122841965471448,0.000850440419679282,2454
258,0,24,367,15,5,8,677,264,258,89,6,6,6,0,0.266666666666667,0.00934028946482666,0.0119766078121929,2471
2,0,2,12,0,1,7,32,21,2,69,4,4,4,4,0,0.0121311475409836,0.00471586637410017,2568
45,0,356,47,586,1,9,70351,24132,45,31,14,14,14,56,0.21978021978022,0.0122746876036713,0.0651334131183654,2589
2,0,280,2,173,2,7,714936,566790,2,30,4,4,4,0,0.333333333333333,0.0119188231504349,0.00197917985040401,2590
0,0,11,0,17,3,7,21404,21320,0,21,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2598
12,0,2,13,5,5,7,48,1,12,42,6,6,6,0,0.266666666666667,0.0119419042495966,0.0617328037163357,2600
0,0,53,0,232,1,7,82956,2637,0,59,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2774
0,0,96,0,80,1,10,4065,2044,0,58,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2776
281,0,1620,308,609,8,10,170837,87622,281,52,16,16,16,66.3333333333333,0.15,0.0121670503123972,0.0192256462641074,2777
0,0,2915,0,680,2,6,291202,145509,0,56,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2778
0,0,39,0,236,3,8,1089,613,0,18,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2779
0,0,25,0,15,1,8,4572,3684,0,57,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2780
0,0,1107,0,194,3,7,472760,301457,0,60,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2782
0,0,134,0,24,2,9,40227,15028,0,61,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2784
0,0,202,0,154,1,10,56997,29751,0,63,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2785
0,0,68,0,63,2,8,16703,7175,0,62,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2786
0,0,89,0,35,3,6,17906,9227,0,68,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2787
0,0,239,0,421,1,9,139906,89132,0,83,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2789
0,0,493,0,74,2,7,47087,31742,0,36,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2792
4,0,2275,6,654,4,8,390354,289841,4,34,4,4,4,0,0.333333333333333,0.0111625100563154,0.0272558228248662,2793
0,0,274,0,82,3,10,72793,47428,0,33,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2794
0,0,22,0,31,3,7,1627,506,0,32,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2795
0,0,31,0,117,2,7,969,611,0,46,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2796
136,0,34,148,13,4,6,1065,285,136,47,14,14,14,29,0.175824175824176,0.0122341011793233,0.00254207826015372,2802
9,0,8,9,29,4,9,151,32,9,106,2,2,2,0,0,0.0106536135905557,0.0242266018481795,2812
0,0,6,26,100,11,6,666,48,0,74,2,2,2,0,0,0.00647419072615923,0.143340710887475,2813
71,0,7,78,0,1,8,14354,20,71,85,4,4,4,0,0.333333333333333,0.0116388801509909,0.000326304149307501,2819
14,0,9,15,38,2,9,589,340,14,11,4,4,4,0,0.333333333333333,0.011072319201995,0.0306384434157918,2833
132,0,42,144,72,4,7,13587,6706,132,105,6,6,6,34,0.266666666666667,0.0117274167987322,0.501853314014297,2836
234,0,207,265,198,1,7,16533,4795,234,86,8,8,8,7,0.285714285714286,0.0112633181126332,0.781332928315058,2844
269,0,43,312,23,3,9,5338,858,269,88,12,12,12,75,0.121212121212121,0.0121337997376476,0.00098691112754581,2846
0,0,1,1,0,3,9,886,676,0,39,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2852
0,0,3,0,0,1,6,329,222,0,100,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2857
5,0,2,10,116,4,6,12,0,5,80,2,2,2,0,0,0.0106189610638094,0.000452836544132434,2858
11,0,3,11,6,1,6,532,53,11,101,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,2860
0,0,1,1,0,3,10,18,2,0,103,2,2,2,0,0,0.0119060388287032,3.76096013484516e-05,2875
0,0,0,0,2,5,8,0,0,0,22,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,3107
26,0,4,29,0,2,0,241,60,26,109,4,4,4,0,0.333333333333333,0.0116498740554156,0.000249567499591282,64670
10,0,1,10,1,3,0,33,1,10,108,6,6,6,0,0.4,0.0110634904814113,0.0569039972920135,309806
7,0,2,11,9,3,0,2,15,7,110,4,4,4,0,0.333333333333333,0.0116621138894726,0.00169332903710904,378228
0,0,0,0,0,13,0,0,0,0,48,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,378243
0,0,0,0,155,4,0,0,0,0,12,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,379795
0,0,0,0,49,3,0,0,0,0,15,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,379909
0,0,0,0,33,2,0,0,0,0,16,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,379951
0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,380016
0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,380197
0,0,0,0,34,2,0,0,0,0,23,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,381658
0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,381967
0,0,0,0,7,1,0,0,0,0,49,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,387129
0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,391952
0,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,391953
0,0,0,0,14,2,0,0,0,0,67,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,391972
0,0,0,0,15,2,0,0,0,0,64,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,391977
0,0,0,0,4,2,0,0,0,0,65,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,391979
0,0,0,0,10,2,0,0,0,0,70,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,398335
0,0,0,0,30,1,0,0,0,0,72,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,398953
0,0,0,5,22,2,0,0,0,0,73,2,2,2,0,0,0.01148473874806,0.000376065417181556,399109
0,0,0,0,31,2,0,0,0,0,75,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,400259
0,0,0,0,0,1,0,0,0,0,76,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,404097
0,0,0,0,1,2,0,0,0,0,77,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,410508
0,0,0,0,12,2,0,0,0,0,78,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,410684
0,0,0,0,0,1,0,0,0,0,79,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,411260
0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,412675
0,0,0,0,0,1,0,0,0,0,82,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,413978
0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,422572
7,0,0,11,0,2,0,0,0,7,91,2,2,2,0,0,0.01140918902251,0.00163128241951381,426907
0,0,0,0,0,1,0,0,0,0,93,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,427228
0,0,0,0,5,1,0,0,0,0,94,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,427468
0,0,0,0,0,1,0,0,0,0,95,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,427546
0,0,0,0,0,1,0,0,0,0,96,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,427876
0,0,0,0,0,2,0,0,0,0,97,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,428113
0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,428729
0,0,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,428736
0,0,0,4,0,2,0,0,0,0,102,2,2,2,0,0,0.0122719734660033,0.000163131301737369,429382
0,0,0,0,0,1,0,0,0,0,104,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,432588
0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,432797
0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,434144
6,0,0,6,0,1,0,0,0,6,111,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,444193
0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,447097
0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,447157
0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,448212
0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,448844
0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,452199
0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,452230
