"upeople_id","X65scmChanges","X72scmChanges","X105scmChanges","X109scmChanges","X113scmChanges","X142scmChanges","X182scmChanges","X263scmChanges","X274scmChanges","X293scmChanges","X378scmChanges","X389scmChanges","X406scmChanges","X59scrChanges","X77scrChanges","X98scrChanges","X118scrChanges","X126scrChanges","X169scrChanges","X212scrChanges","X221scrChanges","X248scrChanges","X280scrChanges","X356scrChanges","X369scrChanges","X391scrChanges","X1mslChanges","X2mslChanges","X3mslChanges","X4mslChanges","X5mslChanges","X6mslChanges","X7mslChanges","X8mslChanges","X9mslChanges","X10mslChanges","X11mslChanges","number_of_domain","country","X65linesadded","X65linesremoved","X72linesadded","X72linesremoved","X105linesadded","X105linesremoved","X109linesadded","X109linesremoved","X113linesadded","X113linesremoved","X142linesadded","X142linesremoved","X182linesadded","X182linesremoved","X263linesadded","X263linesremoved","X274linesadded","X274linesremoved","X293linesadded","X293linesremoved","X378linesadded","X378linesremoved","X389linesadded","X389linesremoved","X406linesadded","X406linesremoved","X59ReviewGotMerged","X77ReviewGotMerged","X98ReviewGotMerged","X118ReviewGotMerged","X126ReviewGotMerged","X169ReviewGotMerged","X212ReviewGotMerged","X221ReviewGotMerged","X248ReviewGotMerged","X280ReviewGotMerged","X356ReviewGotMerged","X369ReviewGotMerged","X391ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
199,5,72,3,1,0,8,8,2,7,1,6,2,7,0,0,0,0,0,3,25,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,6,12,4,5541,3065,3,0,1,0,0,0,1582,14,85,7,6,5,121,23,1,0,266,12,2,1,275,65,0,0,0,0,0,1,25,0,0,0,0,1,0,12,18,18,18,4.03640803640804,0.169934640522876,0.00465609914752302,0.000259479230712292
234,0,0,373,0,0,0,83,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,159,2,103,0,16,14,0,0,0,103,4,10,0,0,0,0,5714,1611,0,0,0,0,0,0,2620,1537,0,0,0,0,0,0,0,0,231966,146587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,66,66,66,42.4270965749227,0.407459207459207,0.00465386852821408,0.0209547370149491
245,12,0,0,92,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,7,0,4,6,375,47,0,0,0,0,5100,10992,0,0,0,0,98,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,48,48,48,2,0.48758865248227,0.00464615752523786,0.0225939682284494
247,1,0,0,0,0,0,148,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,9,1,1,0,0,0,0,0,0,0,0,0,0,4540,13152,0,0,0,0,220,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,56,56,56,0,0.450649350649351,0.00449809823052753,0.363759546190413
249,87,211,3,6,0,0,351,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,5,28,42,0,0,0,8,3,6,9463,7297,87423,81604,2,2,35,11,0,0,0,0,18622,15187,2366,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,66,66,66,0,0.407459207459207,0.00461642905634759,0.374012607614265
251,0,0,0,4,0,0,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,1,0,4,10,0,0,0,0,0,0,102,76,0,0,0,0,9050,7324,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,58,58,58,0,0.439201451905626,0.00464997008291307,0.34127137038579
252,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,4,7,0,0,0,0,0,0,144,31,0,0,0,0,525,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,20,20,20,0,0.378947368421053,0.00459723489842139,0.014978802195583
253,0,0,0,17,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2,0,2,7,0,0,0,0,0,0,1401,342,0,0,0,0,3265,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,42,42,0.5,0.18815331010453,0.00465498357064622,0.0211509067127413
254,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
258,3,11,1,5,0,0,3,0,0,22,74,0,21,0,0,0,0,0,90,28,0,4,26,0,0,57,0,0,2,0,0,0,3,0,0,0,5,2,9,11,6,1226,649,74,36,235,55,0,0,0,0,192,46,0,0,0,0,917,108,3580,1078,0,0,1395,315,0,0,0,0,0,71,24,0,2,21,0,0,53,22,6,6,6,0,0.133333333333333,0.00464925475181184,0.000197115128637934
259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
269,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2511,2539,0,0,0,0,0,0,0,0,0,0,115,96,0,0,0,0,0,0,0,0,0,0,0,0,0,220,22,22,22,0,0.268398268398268,0.00465052660374778,0.00346730212135883
272,0,5,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,40,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,38,26,0,0,0,0,0,0,0,0,0,0,0,0,383,151,6,2,0,0,0,0,0,0,0,0,0,0,36,0,2,0,0,0,0,0,0,178,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
273,374,10,70,0,1033,0,24,1,0,0,1,0,1,0,0,0,10,0,0,4,0,57,1,3,4,0,0,0,1,0,7,0,746,0,0,1,16,7,9,22811,30420,52,104,6200,6415,0,0,98457,120745,0,0,291,153,2,33,0,0,0,0,4,2,0,0,16,16,0,0,0,8,0,0,4,0,51,1,3,4,0,25,44,44,44,31.161099901976,0.0887949260042283,0.00465673686012669,0.00243191605032001
276,1,483,9,0,0,0,15,5,2,37,0,8,1,13,24,0,56,42,1,4093,48,7,9,0,55,220,11,0,0,0,0,0,14,0,0,1,161,5,8,7,0,15483332,8053385,164,935,0,0,0,0,0,0,255,58,14,30,4,32,1604,2150,0,0,405,406,4,2,2,20,0,39,16,0,3486,44,3,4,0,55,199,2,32,32,32,165.40468288379,0.092741935483871,0.00465801280953523,0.00103713656173204
278,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,1137,46,0,0,5,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,6,6,6,0,0.4,0.00465458527987405,1.15323886455106e-05
286,0,14,0,1,0,0,0,0,0,0,2,0,2,9,0,0,0,6,8,107,0,0,10,0,0,0,0,0,0,0,16,0,36,0,0,0,36,3,6,0,0,2409,363,0,0,28,35,0,0,0,0,0,0,0,0,0,0,0,0,36,31,0,0,24,28,3,0,0,0,3,3,67,0,0,3,0,0,0,13,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
319,0,0,0,0,0,0,857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,475,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,35371,20789,0,0,0,0,0,0,0,0,0,0,287,266,0,0,0,0,0,0,0,0,0,0,0,0,0,24,98,98,98,198.592461675419,0.191037239638123,0.00465825212789642,0.0902237694585207
320,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,7,0,0,0,0,185,30,0,0,0,0,0,0,86,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,20,20,20,31.5061624575564,0.2,0.0046574544956422,0.000309118418418735
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
410,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,6756,2045,0,0,0,0,0,0,0,0,0,56,0,0,0,16,4,4,4,0,0.333333333333333,0.00465482424615806,1.06492120860008e-05
411,85,464,152,0,7,0,1453,22,0,1338,2242,0,4,0,0,0,0,0,37,76,0,0,0,0,3,55,0,7,488,13,44,48,335,0,5,1,93,4,6,10610,7420,41204,42439,7734,18787,0,0,100,106,0,0,46794,51038,917,3963,0,0,73748,43519,152272,106154,0,0,28,2,0,0,0,0,0,29,73,0,0,0,0,3,51,18,202,202,202,589.829461146509,0.0564504211615191,0.00465912983898595,0.922652994499793
412,0,8,48,0,0,0,411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,12,2,7,0,0,79,9,1121,2267,0,0,0,0,0,0,3465,1905,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54,54,54,33.8052094308934,0.241788958770091,0.00465259484793541,0.470376894640367
413,0,0,0,0,0,886,305,0,3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,14,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,2007,2500,6898,6898,0,0,1095149,1364486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,20,20,0,0.305263157894737,0.00451062982985639,0.0224014363295796
415,11,1,0,0,0,0,256,0,0,0,0,0,913,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,82,0,186,0,0,3,6,1413,775,31,8,0,0,0,0,0,0,0,0,1638,1447,0,0,0,0,0,0,0,0,0,0,120308,86245,0,0,0,0,0,0,1,0,0,29,0,0,0,3,54,54,54,39.53148025906,0.188679245283019,0.00465538192958735,0.0261733783406978
430,2,113,29,0,0,359,212,0,650,0,0,0,189,0,0,0,0,10,0,3,0,0,0,0,0,0,29,0,0,0,0,0,82,0,4,0,3,2,7,33,12,17526,10720,551,393,0,0,0,0,10988,1304,2546,1854,0,0,21312,11894,0,0,0,0,0,0,20204,9691,0,0,0,0,9,0,3,0,0,0,0,0,0,116,72,72,72,2.0566756914583,0.312989045383412,0.00465450562989835,0.0555059613591022
432,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,9,0,0,44117,6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
443,0,1,32,0,0,505,305,2,3579,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,18,0,126,0,0,0,0,1,10,0,0,24,0,1346,647,0,0,0,0,14332,2233,2587,1932,20,8,334334,407095,106,53,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,60,60,453.245640491371,0.282485875706215,0.00465857125730043,0.0352496495457841
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
494,0,0,0,0,0,0,2,0,0,1,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,0,7,0,34,0,12,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,48,13,1639,213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,6,6,6,11.190857249003,0.133333333333333,0.00465673686012669,4.96435132326396e-05
526,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,17,15,0,0,0,5,0,8,0,18,6,9,0,0,2030,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
587,0,3,0,0,0,17,4,1,348,1,0,0,0,0,1,47,0,605,1,0,0,0,1,0,11,6,35,0,0,0,0,0,2,0,0,0,0,5,8,0,0,3,4,0,0,0,0,0,0,1915,10397,34,55,2,2,17193,278791,122,107,0,0,0,0,0,0,0,1,47,0,564,0,0,0,0,0,0,9,4,14,18,18,18,67.2083533595693,0.248366013071895,0.00465498357064622,0.000348142332045595
610,4,1,149,0,0,0,462,1,0,0,0,931,0,0,0,0,5,0,0,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2001,368,1,1,21101,21558,0,0,0,0,0,0,18599,12974,6,4,0,0,0,0,0,0,42468,35229,0,0,0,0,0,4,0,0,6,52,0,0,0,0,0,17,76,76,76,398.78872085982,0.266666666666667,0.00465801280953523,0.0602051156040977
659,48,20,0,0,0,0,724,0,0,0,0,0,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,11,281,0,111,0,12,3,9,2433,1088,785,198,0,0,0,0,0,0,0,0,17451,13568,0,0,0,0,0,0,0,0,0,0,710461,467545,0,0,0,0,0,0,0,0,0,0,0,0,0,64,66,66,66,0,0.407459207459207,0.00461744784151289,0.0917135381309978
663,1,1469,2,1,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,191,0,0,0,417,5,10,15,15,524403,463832,24,24,18,0,0,0,0,0,1253,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,62,62,62,0,0.432575356953993,0.00464814245189514,0.325123248444733
665,3,386,21,5,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,28,0,0,0,109,3,8,0,0,50772,38192,39,25,351,42,0,0,0,0,1064,1102,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,60,60,60,92.6237804905198,0.432768361581921,0.00465673686012669,0.0386688452629864
668,59,0,0,0,16,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,167,0,0,0,1,4,9,10589,6254,0,0,0,0,0,0,116,109,0,0,5108,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,34,34,34,154.699842331,0.338680926916221,0.00465490390703883,0.0205510908361123
670,2,0,48,0,0,0,731,0,0,321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,26,0,4,0,296,0,1,0,0,13,8,9,2,0,0,3951,3007,0,0,0,0,0,0,9335,6000,0,0,0,0,31900,30034,78,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,84,84,84,315.540453957947,0.259896729776248,0.00465801280953523,0.782201731433444
671,6,22,1,0,0,0,410,0,0,0,0,243,0,0,0,0,1,0,0,14,6,0,0,0,4,0,0,0,0,14,0,0,98,0,0,0,1,3,6,1597,213,2358,1710,21,11,0,0,0,0,0,0,12926,10859,0,0,0,0,0,0,0,0,7662,5109,0,0,0,0,0,1,0,0,14,6,0,0,0,4,0,10,86,86,86,242.374153910236,0.106155950752394,0.00465562097768041,0.0526876497336962
677,1,186,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,182,0,2,0,0,0,22,0,0,3,0,2,0,0,0,0,0,16,5,7,10,0,10809,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,266,0,0,0,0,0,0,0,0,0,0,0,0,161,0,2,0,0,0,14,29,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
693,0,12,150,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,56,24,11859,11385,0,0,0,0,0,0,18175,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,62,62,62,0,0.387096774193548,0.00464084627196724,0.780419446781451
721,0,188,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,3,10,0,0,21940,10979,0,0,0,0,0,0,0,0,145,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,32,32,32,8,0.483870967741935,0.00463112730492228,0.0167029156555641
724,0,352,0,0,0,0,61,0,223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,6,15,3,9,0,0,33919,19862,0,0,0,0,0,0,0,0,1771,933,0,0,36313,26346,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,40,40,40,9.33333333333333,0.466666666666667,0.00464774533089555,0.00848481242290074
735,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,5,8,0,15,2,0,2,36,3,7,0,0,4248,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
738,0,60,0,0,0,83,69,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,3,0,28,0,0,0,6,4,6,0,0,4636,2628,0,0,0,0,0,0,562,352,2549,3777,0,0,19285,37621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,46,46,46,46.2661490255547,0.392270531400966,0.00465331120729475,0.0114277527237474
743,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,1,7,0,0,65972,26285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0.00366300366300366,4.09000207103519e-06
750,0,56,0,0,0,0,324,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50,0,0,0,0,3,8,0,0,1044,748,0,0,0,0,0,0,0,0,14204,10497,75865,54996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,64,64,64,14.4322856503425,0.420634920634921,0.00465187870910366,0.434330148240372
754,0,178,0,0,0,0,573,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,169,0,0,0,3,3,9,0,0,4999,3047,0,0,0,0,0,0,0,0,3679,2211,182582,30107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,100,100,100,264.111799280621,0.19030303030303,0.00465641798199062,0.192352268461129
756,0,280,3,0,0,0,95,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,27,0,1,0,71,3,6,0,0,47073,7759,3,3,0,0,0,0,0,0,1549,1530,0,0,0,0,0,0,0,0,0,0,9194,5573,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,46,46,42.0603174603175,0.415458937198068,0.00465092420019493,0.0140871011885483
758,0,273,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,10,4,8,0,0,139591,69589,0,0,0,0,0,0,0,0,94,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,18,18,18,15.5914284401973,0.274509803921569,0.00465737474744016,0.000375103696757011
